time,latitude,longitude,depth,mag,magType,nst,gap,dmin,rms,net,id,updated,place,type,horizontalError,depthError,magError,magNst,status,locationSource,magSource
2001-07-26T02:13:22.860Z,38.945,24.32,10,4.1,mb,18,,,1.06,us,usp000ak66,2014-11-07T01:13:21.712Z,"Aegean Sea",earthquake,,,,12,reviewed,us,us
2001-07-26T02:09:48.920Z,38.829,24.355,10,4.7,mb,201,,,1.04,us,usp000ak65,2014-11-07T01:13:21.696Z,"Aegean Sea",earthquake,,,,96,reviewed,us,us
2001-07-26T02:06:35.930Z,38.902,24.338,10,4.6,mb,199,,,1.04,us,usp000ak64,2014-11-07T01:13:21.673Z,"Aegean Sea",earthquake,,,,83,reviewed,us,us
2001-07-26T02:01:50.610Z,39.064,24.166,10,4.4,mb,167,,,1.04,us,usp000ak63,2014-11-07T01:13:21.660Z,"Aegean Sea",earthquake,,,,77,reviewed,us,us
2001-07-26T01:53:06.430Z,38.83,24.316,10,4,mb,36,,,1.48,us,usp000ak62,2014-11-07T01:13:21.657Z,"Aegean Sea",earthquake,,,,27,reviewed,us,us
2001-07-26T01:52:27.830Z,38.979,24.318,10,3.7,mb,8,,,0.34,us,usp000ak61,2014-11-07T01:13:21.655Z,"Aegean Sea",earthquake,,,,1,reviewed,us,us
2001-07-26T01:48:37.310Z,38.916,24.337,10,4.3,mb,133,,,1.16,us,usp000ak60,2014-11-07T01:13:21.644Z,"Aegean Sea",earthquake,,,,73,reviewed,us,us
2001-07-26T01:33:11.130Z,35.9858333,-117.8731667,2.154,2.56,ml,31,84,0.02609,0.18,ci,ci11672508,2016-04-02T05:04:02.768Z,"6km NNE of Little Lake, CA",earthquake,0.39,0.53,0.285,21,reviewed,ci,ci
2001-07-26T01:26:37.200Z,-32.942,-71.581,41,4.4,md,18,,,,us,usp000ak5y,2014-11-07T01:13:21.641Z,"offshore Valparaiso, Chile",earthquake,,,,,reviewed,guc,guc
2001-07-26T00:59:03.140Z,39.214,24.243,10,4.3,mb,133,,,1.15,us,usp000ak5w,2014-11-07T01:13:21.628Z,"Aegean Sea",earthquake,,,,77,reviewed,us,us
2001-07-26T00:47:23.020Z,38.98,24.209,10,3.5,mb,9,,,1.79,us,usp000ak5v,2014-11-07T01:13:21.626Z,"Aegean Sea",earthquake,,,,1,reviewed,us,us
2001-07-26T00:34:56.660Z,38.925,24.392,10,4.6,mb,151,,,1.09,us,usp000ak5u,2014-11-07T01:13:21.612Z,"Aegean Sea",earthquake,,,,80,reviewed,us,us
2001-07-26T00:31:53.030Z,39.009,24.266,10,3.3,mb,8,,,1.36,us,usp000ak5t,2014-11-07T01:13:21.610Z,"Aegean Sea",earthquake,,,,1,reviewed,us,us
2001-07-26T00:21:36.920Z,39.059,24.244,10,6.5,mwc,483,,,1.04,us,usp000ak5s,2017-04-26T17:59:14.877Z,"Aegean Sea",earthquake,,,,,reviewed,us,hrv
2001-07-26T00:15:07.880Z,43.563,19.704,10,3.7,ml,83,,,1.17,us,usp000ak5r,2014-11-07T01:13:21.549Z,"Serbia",earthquake,,,,,reviewed,us,rom
2001-07-25T23:46:50.130Z,34.2881667,-116.9865,9.889,2.96,ml,84,20,0.03475,0.17,ci,ci11672460,2016-04-02T14:41:49.771Z,"8km NW of Big Bear Lake, CA",earthquake,0.19,0.54,0.221,165,reviewed,ci,ci
2001-07-25T23:03:41.620Z,19.182,-66.423,25,2.7,md,4,,,,us,usp000ak5p,2014-11-07T01:13:21.546Z,"Puerto Rico region",earthquake,,,,,reviewed,rspr,rspr
2001-07-25T22:02:29.040Z,14.899,-93.705,33,4.5,mb,46,,,1.11,us,usp000ak5n,2014-11-07T01:13:21.501Z,"offshore Chiapas, Mexico",earthquake,,,,22,reviewed,us,us
2001-07-25T22:00:41.730Z,63.47,-148.846,11,3.1,ml,31,,,,us,usp000ak5m,2014-11-07T01:13:21.468Z,"Central Alaska",earthquake,,,,,reviewed,aeic,pmr
2001-07-25T21:56:36.980Z,0.043,122.97,156.6,5.6,mwc,198,,,0.83,us,usp000ak5k,2016-11-09T23:04:05.400Z,"Minahasa, Sulawesi, Indonesia",earthquake,,,,,reviewed,us,hrv
2001-07-25T21:48:32.410Z,46.7048333,-122.7646667,0.254,2.8,md,13,157,0.05514,0.16,uw,uw10544328,2016-07-23T00:42:38.060Z,"Washington",explosion,0.953,1.07,0.01,8,reviewed,uw,uw
2001-07-25T21:47:44.610Z,36.53,70.263,200,3.8,mb,13,,,1.16,us,usp000ak5j,2014-11-07T01:13:21.443Z,"Hindu Kush region, Afghanistan",earthquake,,,,3,reviewed,us,us
2001-07-25T21:13:36.950Z,34.958,24.327,33,4.1,mb,83,,,0.92,us,usp000ak5h,2014-11-07T01:13:21.378Z,"Crete, Greece",earthquake,,,,46,reviewed,us,us
2001-07-25T21:05:22.330Z,-17.688,-178.788,600,4.3,mb,19,,,0.65,us,usp000ak5g,2014-11-07T01:13:21.353Z,"Fiji region",earthquake,,,,10,reviewed,us,us
2001-07-25T20:57:13.690Z,51.078,-179.312,33,4.9,mb,202,,,0.9,us,usp000ak5f,2014-11-07T01:13:21.206Z,"Andreanof Islands, Aleutian Islands, Alaska",earthquake,,,,99,reviewed,us,us
2001-07-25T20:40:31.910Z,64.792,-151.568,22.4,3,ml,16,,,,us,usp000ak5e,2014-11-07T01:13:21.202Z,"Central Alaska",earthquake,,,,,reviewed,aeic,pmr
2001-07-25T20:23:18.960Z,-18.016,-176.974,350,4.3,mb,23,,,0.71,us,usp000ak5d,2014-11-07T01:13:21.185Z,"Fiji region",earthquake,,,,5,reviewed,us,us
2001-07-25T19:59:16.050Z,17.943,-65.62,2.3,2.8,md,5,,,,us,usp000ak5c,2014-11-07T01:13:21.168Z,"Puerto Rico region",earthquake,,,,,reviewed,rspr,rspr
2001-07-25T19:47:06.710Z,-11.694,-14.306,10,5.2,mwc,51,,,0.83,us,usp000ak5a,2016-11-09T23:04:04.905Z,"Ascension Island region",earthquake,,,,,reviewed,us,hrv
2001-07-25T19:23:26.320Z,18.215,-65.918,15.8,3.5,md,5,,,,us,usp000ak59,2014-11-07T01:13:21.082Z,"Puerto Rico",earthquake,,,,,reviewed,rspr,rspr
2001-07-25T19:14:43.800Z,17.235,-100.857,32.5,3.6,md,4,,,,us,usp000ak58,2014-11-07T01:13:21.066Z,"Guerrero, Mexico",earthquake,,,,,reviewed,unm,unm
2001-07-25T19:10:16.420Z,36.0126667,-117.8786667,4.554,2.82,ml,30,98.4,0.01078,0.19,ci,ci11672332,2016-04-01T19:18:27.185Z,"7km ESE of Coso Junction, CA",earthquake,0.49,0.83,0.325,30,reviewed,ci,ci
2001-07-25T19:01:56.330Z,29.883,79.959,33,3.8,mb,6,,,1.02,us,usp000ak56,2014-11-07T01:13:21.027Z,"Uttaranchal, India",earthquake,,,,1,reviewed,us,us
2001-07-25T18:33:02.340Z,36.011,139.693,102.9,4.3,mb,32,,,1.03,us,usp000ak54,2014-11-07T01:13:21.021Z,"eastern Honshu, Japan",earthquake,,9.3,,12,reviewed,us,us
2001-07-25T18:25:16.640Z,27.64,101.103,57.1,4.4,mb,33,,,1,us,usp000ak53,2014-11-07T01:13:21.017Z,"western Sichuan, China",earthquake,,10.3,,7,reviewed,us,us
2001-07-25T18:13:31.660Z,43.961,19.679,6.9,3,ml,22,,,,us,usp000ak52,2014-11-07T01:13:21.014Z,"Serbia",earthquake,,,,,reviewed,pdg,pdg
2001-07-25T17:57:45.370Z,-10.831,163.743,33,4.4,mb,18,,,0.94,us,usp000ak51,2014-11-07T01:13:21.012Z,"Solomon Islands",earthquake,,,,10,reviewed,us,us
2001-07-25T16:35:12.810Z,10.561,93.007,33,4.9,mb,123,,,0.78,us,usp000ak50,2014-11-07T01:13:21.002Z,"Andaman Islands, India region",earthquake,,,,61,reviewed,us,us
2001-07-25T16:02:52.030Z,33.165,95.6,33,5.5,mwc,252,,,0.84,us,usp000ak4z,2016-11-09T23:04:04.387Z,"southern Qinghai, China",earthquake,,,,,reviewed,us,hrv
2001-07-25T15:45:18.890Z,-20.521,-178.105,550,4.1,mb,18,,,1.11,us,usp000ak4y,2014-11-07T01:13:20.966Z,"Fiji region",earthquake,,,,8,reviewed,us,us
2001-07-25T15:43:10.660Z,39.004,24.362,10,4.1,mb,82,,,1.21,us,usp000ak4x,2014-11-07T01:13:20.957Z,"Aegean Sea",earthquake,,,,30,reviewed,us,us
2001-07-25T13:45:04.740Z,-6.527,154.105,33,4.5,mb,18,,,1.16,us,usp000ak4u,2014-11-07T01:13:20.951Z,"Bougainville region, Papua New Guinea",earthquake,,,,12,reviewed,us,us
2001-07-25T13:10:42.200Z,-31.733,-70.185,150.6,3.4,md,11,,,,us,usp000ak4t,2014-11-07T01:13:20.949Z,"San Juan, Argentina",earthquake,,,,,reviewed,guc,guc
2001-07-25T12:22:03.500Z,51.087,-179.404,33,5.4,mwc,304,,,0.86,us,usp000ak4s,2016-11-09T23:04:03.787Z,"Andreanof Islands, Aleutian Islands, Alaska",earthquake,,,,,reviewed,us,hrv
2001-07-25T11:36:35.640Z,-19.289,-174.928,33,4.8,mb,52,,,1.04,us,usp000ak4q,2014-11-07T01:13:20.913Z,"Tonga",earthquake,,,,17,reviewed,us,us
2001-07-25T10:20:13.490Z,36.0253333,-117.8848333,3.648,2.61,ml,30,100.7,0.01807,0.21,ci,ci11672120,2016-04-01T19:21:41.095Z,"6km ESE of Coso Junction, CA",earthquake,0.45,0.54,0.402,18,reviewed,ci,ci
2001-07-25T09:29:01.150Z,-17.366,-72.298,33,4.1,mb,6,,,1.29,us,usp000ak4m,2014-11-07T01:13:20.908Z,"near the coast of southern Peru",earthquake,,,,4,reviewed,us,us
2001-07-25T08:27:49.800Z,-33.919,-179.704,33,4.6,mb,10,,,0.53,us,usp000ak4k,2014-11-07T01:13:20.906Z,"south of the Kermadec Islands",earthquake,,,,1,reviewed,us,us
2001-07-25T08:21:34.300Z,46.335,7.541,6,3,ml,40,,,,us,usp000ak4j,2014-11-07T01:13:20.902Z,"Switzerland",earthquake,,,,,reviewed,ldg,vie
2001-07-25T08:03:04.750Z,34.495,32.116,20,2.8,ml,5,,,,us,usp000ak4g,2014-11-07T01:13:20.899Z,"Cyprus region",earthquake,,,,,reviewed,css,css
2001-07-25T07:58:28.190Z,55.468,-159.554,33,3,mb,7,,,1.14,us,usp000ak4f,2014-11-07T01:13:20.898Z,"Alaska Peninsula",earthquake,,,,1,reviewed,us,us
2001-07-25T07:50:57.330Z,35.989,-117.876,3.234,2.71,ml,30,86.6,0.02219,0.19,ci,ci11672080,2016-04-02T11:35:03.847Z,"6km NNE of Little Lake, CA",earthquake,0.4,0.45,0.191,24,reviewed,ci,ci
2001-07-25T07:34:59.700Z,-35.049,-71.201,91.9,3.3,md,9,,,,us,usp000ak4e,2014-11-07T01:13:20.895Z,"Maule, Chile",earthquake,,,,,reviewed,guc,guc
2001-07-25T07:12:33.840Z,-17.194,-72.019,33,4.6,mb,31,,,0.66,us,usp000ak4c,2014-11-07T01:13:20.889Z,"near the coast of southern Peru",earthquake,,,,13,reviewed,us,us
2001-07-25T06:12:08.230Z,18.891,-63.765,45.4,4,md,9,,,,us,usp000ak4a,2014-11-07T01:13:20.885Z,"Virgin Islands region",earthquake,,,,,reviewed,rspr,rspr
2001-07-25T06:02:28.500Z,18.788,-102.07,95.6,4,md,8,,,,us,usp000ak49,2014-11-07T01:13:20.883Z,"Michoacan, Mexico",earthquake,,,,,reviewed,unm,unm
2001-07-25T05:48:04.250Z,18.808,-65.137,25,3.2,md,6,,,,us,usp000ak48,2014-11-07T01:13:20.881Z,"Virgin Islands region",earthquake,,,,,reviewed,rspr,rspr
2001-07-25T05:36:48.630Z,33.001,136.936,417,4,mb,19,,,0.42,us,usp000ak47,2014-11-07T01:13:20.869Z,"near the south coast of western Honshu, Japan",earthquake,,5,,2,reviewed,us,us
2001-07-25T04:29:56.100Z,-32.956,-71.651,40.9,3.5,md,6,,,,us,usp000ak45,2014-11-07T01:13:20.866Z,"offshore Valparaiso, Chile",earthquake,,,,,reviewed,guc,guc
2001-07-25T03:54:17.860Z,19.196,-63.836,95.1,3.9,md,9,,,,us,usp000ak44,2014-11-07T01:13:20.865Z,"Virgin Islands region",earthquake,,,,,reviewed,rspr,rspr
2001-07-25T03:00:25.620Z,-30.856,-71.637,55.8,4.4,mb,42,,,0.97,us,usp000ak43,2014-11-07T01:13:20.859Z,"Coquimbo, Chile",earthquake,,,,7,reviewed,us,us
2001-07-25T02:02:20.580Z,19.592,-64.345,100.1,3.6,md,4,,,,us,usp000ak42,2014-11-07T01:13:20.858Z,"Virgin Islands region",earthquake,,,,,reviewed,rspr,rspr
2001-07-25T01:19:25.810Z,31.6671667,-116.0966667,-0.606,3.04,ml,5,323,0.9801,0.13,ci,ci11671908,2016-04-02T13:38:49.567Z,"45km E of Maneadero, B.C., MX",earthquake,4.13,6.27,0.32,23,reviewed,ci,ci
2001-07-25T01:13:20.390Z,54.362,-163.598,93.3,4.2,mb,80,,,0.85,us,usp000ak41,2014-11-07T01:13:20.851Z,"Unimak Island region, Alaska",earthquake,,2.2,,26,reviewed,us,us
2001-07-25T01:07:25.040Z,36.313,111.483,23.6,4.4,mb,39,,,0.97,us,usp000ak40,2014-11-07T01:13:20.847Z,"Shanxi, China",earthquake,,,,17,reviewed,us,us
2001-07-25T01:00:50.700Z,-32.707,-73.073,19.7,3.6,md,5,,,,us,usp000ak3z,2014-11-07T01:13:20.846Z,"off the coast of Valparaiso, Chile",earthquake,,,,,reviewed,guc,guc
2001-07-25T00:44:09.100Z,17.28,-96.727,74.9,3.9,md,7,,,,us,usp000ak3y,2014-11-07T01:13:20.844Z,"Oaxaca, Mexico",earthquake,,,,,reviewed,unm,unm
2001-07-25T00:23:40.470Z,-7.317,128.299,33,4.8,mb,13,,,0.76,us,usp000ak3w,2014-11-07T01:13:20.839Z,"Kepulauan Barat Daya, Indonesia",earthquake,,,,3,reviewed,us,us
2001-07-24T23:41:04.750Z,62.776,-149.118,47.5,3.1,ml,59,,,,us,usp000ak3v,2014-11-07T01:13:20.834Z,"Central Alaska",earthquake,,,,,reviewed,aeic,pmr
2001-07-24T23:12:06.280Z,12.042,125.271,44.8,5.1,mwc,78,,,0.82,us,usp000ak3u,2016-11-09T23:03:29.829Z,"Samar, Philippines",earthquake,,,,,reviewed,us,hrv
2001-07-24T22:53:57.750Z,-2.147,133.344,33,4.6,mb,21,,,1.34,us,usp000ak3t,2014-11-07T01:13:20.823Z,"Papua, Indonesia",earthquake,,,,10,reviewed,us,us
2001-07-24T22:04:59.840Z,4.105,95.298,88.5,4.4,mb,13,,,0.84,us,usp000ak3r,2014-11-07T01:13:20.819Z,"northern Sumatra, Indonesia",earthquake,,26.3,,1,reviewed,us,us
2001-07-24T21:59:23.580Z,49.621,98.33,33,4.4,mb,35,,,1.39,us,usp000ak3q,2014-11-07T01:13:20.815Z,"central Mongolia",earthquake,,,,12,reviewed,us,us
2001-07-24T21:32:53.810Z,31.8453333,-116.2556667,6.354,2.63,ml,8,316,0.812,0.08,ci,ci11671816,2016-04-01T22:35:26.158Z,"33km ENE of Maneadero, B.C., MX",earthquake,1.4,1.03,0.3,47,reviewed,ci,ci
2001-07-24T20:10:42.700Z,31.95,131.562,33,4,mb,12,,,0.88,us,usp000ak3n,2014-11-07T01:13:20.811Z,"Kyushu, Japan",earthquake,,,,1,reviewed,us,us
2001-07-24T19:54:47.910Z,-16.745,-73.99,33,5,mb,145,,,1.07,us,usp000ak3m,2014-11-07T01:13:20.792Z,"near the coast of southern Peru",earthquake,,,,59,reviewed,us,us
2001-07-24T19:28:20.650Z,19.259,-64.146,21,3.7,md,5,,,,us,usp000ak3k,2014-11-07T01:13:20.790Z,"Virgin Islands region",earthquake,,,,,reviewed,rspr,rspr
2001-07-24T19:11:36.610Z,-28.09,27.004,5,4.2,mb,8,,,0.97,us,usp000ak3j,2014-11-07T01:13:20.789Z,"South Africa",earthquake,,,,1,reviewed,us,us
2001-07-24T19:01:03.450Z,19.112,-64.16,42.8,4.7,mb,88,,,1.13,us,usp000ak3h,2014-11-07T01:13:20.780Z,"Virgin Islands region",earthquake,,8.9,,39,reviewed,us,us
2001-07-24T18:53:53.940Z,-64.434,176.075,10,5.4,mwc,27,,,1.15,us,usp000ak3g,2016-11-09T23:03:29.307Z,"Balleny Islands region",earthquake,,,,,reviewed,us,hrv
2001-07-24T17:42:41.500Z,-32.855,-71.582,33,5.4,mwb,228,,,1.01,us,usp000ak3f,2017-04-13T22:14:32.545Z,"offshore Valparaiso, Chile",earthquake,,,,,reviewed,us,us
2001-07-24T17:39:45.170Z,-19.893,-69.244,33,4.5,mb,15,,,1.23,us,usp000ak3e,2014-11-07T01:13:20.749Z,"Tarapaca, Chile",earthquake,,,,1,reviewed,us,us
2001-07-24T17:25:16.350Z,43.539,9.109,27,2.6,ml,25,,,,us,usp000ak3d,2014-11-07T01:13:20.746Z,"Ligurian Sea",earthquake,,,,,reviewed,gen,gen
2001-07-24T17:19:51.380Z,-21.146,-178.884,600,4.3,mb,17,,,0.88,us,usp000ak3c,2014-11-07T01:13:20.744Z,"Fiji region",earthquake,,,,5,reviewed,us,us
2001-07-24T17:19:29.800Z,-32.918,-70.211,109.4,2.9,md,9,,,,us,usp000ak3b,2014-11-07T01:13:20.742Z,"Valparaiso, Chile",earthquake,,,,,reviewed,guc,guc
2001-07-24T17:10:07.660Z,35.9111667,-116.969,4.247,2.69,ml,23,158.6,0.09725,0.19,ci,ci11671652,2016-04-02T14:41:12.298Z,"40km ENE of Trona, CA",earthquake,0.59,16.52,0.268,24,reviewed,ci,ci
2001-07-24T16:43:22.580Z,35.9123333,-116.967,4.227,2.59,ml,18,124,0.09526,0.18,ci,ci11671624,2016-04-02T01:51:05.968Z,"41km ENE of Trona, CA",earthquake,0.66,18.76,0.324,32,reviewed,ci,ci
2001-07-24T16:32:58.860Z,-17.06,-70.309,33,3.7,mb,14,,,1.32,us,usp000ak39,2014-11-07T01:13:20.738Z,"southern Peru",earthquake,,,,1,reviewed,us,us
2001-07-24T16:16:37.870Z,43.454,8.214,13.5,2.6,ml,22,,,,us,usp000ak37,2014-11-07T01:13:20.733Z,"Ligurian Sea",earthquake,,,,,reviewed,gen,gen
2001-07-24T16:10:50.470Z,35.907,-116.9753333,3.017,2.52,ml,23,157.4,0.1038,0.21,ci,ci11671608,2016-04-01T19:20:34.034Z,"40km ENE of Trona, CA",earthquake,0.55,1.37,0.251,28,reviewed,ci,ci
2001-07-24T15:35:43.030Z,-18.113,-178.393,600,4.5,mb,70,,,0.97,us,usp000ak36,2014-11-07T01:13:20.722Z,"Fiji region",earthquake,,,,33,reviewed,us,us
2001-07-24T15:35:42.760Z,-3.485,134.651,33,4.5,mb,21,,,0.9,us,usp000ak35,2014-11-07T01:13:20.720Z,"Papua, Indonesia",earthquake,,,,8,reviewed,us,us
2001-07-24T15:30:29.750Z,46.654,15.248,10,3,ml,9,,,1.09,us,usp000ak34,2014-11-07T01:13:20.718Z,"Austria",earthquake,,,,,reviewed,us,lju
2001-07-24T15:12:03.310Z,36.2003333,-120.3305,9.963,2.63,md,34,54,0.04955,0.07,nc,nc21183071,2017-01-01T16:46:37.340Z,"Central California",earthquake,0.24,0.31,0.13,56,reviewed,nc,nc
2001-07-24T14:44:19.560Z,32.531,137.312,419.7,3.9,mb,19,,,0.81,us,usp000ak33,2014-11-07T01:13:20.716Z,"Izu Islands, Japan region",earthquake,,7.6,,7,reviewed,us,us
2001-07-24T14:24:31.270Z,36.0423333,-117.8788333,2.654,2.78,ml,31,104.9,0.03572,0.21,ci,ci11671512,2016-04-02T01:50:31.328Z,"6km E of Coso Junction, CA",earthquake,0.45,0.54,0.288,31,reviewed,ci,ci
2001-07-24T14:02:35.000Z,37.7,-97,5,3,mblg,15,,,,us,usp000ak31,2014-11-07T01:13:20.713Z,"Kansas",earthquake,,,,,reviewed,macr,us
2001-07-24T13:45:25.250Z,35.973,-117.8663333,1.624,2.97,ml,19,84,0.03993,0.19,ci,ci11671480,2016-04-02T01:50:28.551Z,"5km NE of Little Lake, CA",earthquake,0.42,0.69,0.485,74,reviewed,ci,ci
2001-07-24T13:43:17.580Z,35.9833333,-117.8613333,0.254,3.29,ml,36,81.2,0.03405,0.27,ci,ci11671476,2016-04-02T17:50:11.967Z,"7km NE of Little Lake, CA",earthquake,0.43,0.79,0.27,214,reviewed,ci,ci
2001-07-24T13:40:18.830Z,-3.505,134.658,33,3.8,mb,8,,,1.11,us,usp000ak2z,2014-11-07T01:13:20.708Z,"Papua, Indonesia",earthquake,,,,2,reviewed,us,us
2001-07-24T11:40:23.990Z,37.307,72.074,178,5.1,mwc,260,,,0.86,us,usp000ak2x,2016-11-09T23:03:28.298Z,"Tajikistan",earthquake,,,,,reviewed,us,hrv
2001-07-24T11:30:11.700Z,-32.027,-70.233,112.7,3.3,md,6,,,,us,usp000ak2w,2014-11-07T01:13:20.668Z,"San Juan, Argentina",earthquake,,,,,reviewed,guc,guc
2001-07-24T09:37:07.040Z,-20.682,-178.571,624.2,4.4,mb,83,,,1.21,us,usp000ak2t,2014-11-07T01:13:20.655Z,"Fiji region",earthquake,,,,29,reviewed,us,us
2001-07-24T09:14:43.320Z,-17.67,-71.66,86.1,3.9,mb,13,,,1.41,us,usp000ak2s,2014-11-07T01:13:20.654Z,"near the coast of southern Peru",earthquake,,17.5,,2,reviewed,us,us
2001-07-24T09:03:52.940Z,-16.634,-73.918,33,4,mb,5,,,1.33,us,usp000ak2r,2014-11-07T01:13:20.652Z,"near the coast of southern Peru",earthquake,,,,1,reviewed,us,us
2001-07-24T08:54:50.820Z,35.9821667,-117.8686667,2.004,3.25,ml,30,81.7,0.03116,0.18,ci,ci11671240,2016-04-02T14:40:49.951Z,"6km NE of Little Lake, CA",earthquake,0.35,0.53,0.264,191,reviewed,ci,ci
2001-07-24T08:37:28.980Z,35.8041667,-118.0475,6.232,2.93,ml,33,47,0.2637,0.15,ci,ci11671208,2016-04-02T08:15:14.275Z,"19km SW of Little Lake, CA",earthquake,0.27,6.11,0.295,184,reviewed,ci,ci
2001-07-24T08:33:14.740Z,42.5603333,-126.4436667,9.15,2.6,md,10,322,2.405,2.72,uw,uw10543093,2016-07-23T00:42:29.990Z,"off the coast of Oregon",earthquake,39.08,31.61,0.04,3,reviewed,uw,uw
2001-07-24T07:54:15.730Z,-19.79,-69.217,33,4,mb,12,,,1.26,us,usp000ak2k,2014-11-07T01:13:20.643Z,"Tarapaca, Chile",earthquake,,,,1,reviewed,us,us
2001-07-24T07:30:03.450Z,14.354,56.622,10,4.8,mb,42,,,0.95,us,usp000ak2h,2014-11-07T01:13:20.637Z,"Owen Fracture Zone region",earthquake,,,,20,reviewed,us,us
2001-07-24T07:22:50.610Z,36.0596667,-117.8753333,1.024,2.86,ml,33,109.2,0.05318,0.2,ci,ci11671144,2016-04-02T14:40:31.483Z,"7km ENE of Coso Junction, CA",earthquake,0.42,0.65,0.262,42,reviewed,ci,ci
2001-07-24T06:57:31.270Z,-17.144,-70.215,33,4.3,mb,12,,,1.19,us,usp000ak2f,2014-11-07T01:13:20.634Z,"southern Peru",earthquake,,,,1,reviewed,us,us
2001-07-24T05:58:08.100Z,16.665,-100.107,4.1,4,md,8,,,,us,usp000ak2e,2014-11-07T01:13:20.632Z,"offshore Guerrero, Mexico",earthquake,,,,,reviewed,unm,unm
2001-07-24T05:36:13.240Z,32.823,-116.1285,2.375,2.73,ml,24,77.6,0.1484,0.23,ci,ci9684201,2016-04-02T01:50:18.132Z,"16km NW of Ocotillo, CA",earthquake,0.57,1.06,0.136,13,reviewed,ci,ci
2001-07-24T05:03:53.780Z,19.039,-65.378,24.9,3.4,md,4,,,,us,usp000ak2b,2014-11-07T01:13:20.628Z,"Puerto Rico region",earthquake,,,,,reviewed,rspr,rspr
2001-07-24T05:00:09.090Z,-19.448,-69.255,33,6.4,mwb,300,,,1.26,us,usp000ak2a,2017-04-26T17:59:13.736Z,"Tarapaca, Chile",earthquake,,,,,reviewed,us,us
2001-07-24T04:53:05.770Z,-3.416,134.684,33,5.8,mwc,88,,,0.99,us,usp000ak29,2016-11-09T23:03:27.760Z,"Papua, Indonesia",earthquake,,,,,reviewed,us,hrv
2001-07-24T04:40:06.770Z,14.615,-94.408,33,4.1,md,11,,,1.34,us,usp000ak28,2014-11-07T01:13:20.587Z,"off the coast of Chiapas, Mexico",earthquake,,,,,reviewed,us,unm
2001-07-24T04:38:54.360Z,61.641,-146.362,9.7,3.7,ml,67,,,,us,usp000ak27,2014-11-07T01:13:20.579Z,"Southern Alaska",earthquake,,,,,reviewed,aeic,pmr
2001-07-24T04:02:02.590Z,3.038,132.609,33,4.2,mb,10,,,1.01,us,usp000ak24,2014-11-07T01:13:20.575Z,"Palau region",earthquake,,,,3,reviewed,us,us
2001-07-24T04:01:16.980Z,42.564,-126.607,10,3.8,mb,57,,,0.99,us,usp000ak23,2016-07-23T00:42:28.990Z,"off the coast of Oregon",earthquake,,,,3,reviewed,us,us
2001-07-24T01:36:34.950Z,36.7035,-121.3333333,2.779,3.19,md,71,42,0.00991,0.07,nc,nc21182967,2017-01-01T16:43:44.780Z,"Central California",earthquake,0.11,0.25,0.08,105,reviewed,nc,nc
2001-07-24T01:09:45.830Z,18.724,-66.852,60.1,2.8,md,8,,,,us,usp000ak1y,2014-11-07T01:13:20.562Z,"Puerto Rico region",earthquake,,,,,reviewed,rspr,rspr
2001-07-24T01:01:20.680Z,11.307,-86.712,33,4.7,mb,78,,,1.06,us,usp000ak1w,2014-11-07T01:13:20.550Z,"near the coast of Nicaragua",earthquake,,,,38,reviewed,us,us
2001-07-24T00:58:47.490Z,-7.59,129.501,33,4.9,mb,45,,,1.15,us,usp000ak1u,2014-11-07T01:13:20.523Z,"Kepulauan Babar, Indonesia",earthquake,,,,9,reviewed,us,us
2001-07-24T00:26:57.020Z,37.941,141.857,51.4,4.5,mb,44,,,1.28,us,usp000ak1t,2014-11-07T01:13:20.519Z,"near the east coast of Honshu, Japan",earthquake,,9.8,,13,reviewed,us,us
2001-07-24T00:22:56.060Z,51.632,16.254,5,3.4,ml,34,,,0.76,us,usp000ak1s,2014-11-07T01:13:20.513Z,"Poland",earthquake,,,,,reviewed,us,vie
2001-07-24T00:21:50.190Z,37.009,-2.906,0,2.7,mblg,23,,,,us,usp000ak1r,2014-11-07T01:13:20.510Z,"Spain",earthquake,,,,,reviewed,mdd,mdd
2001-07-23T23:59:03.670Z,18.56,-66.392,121.7,3.2,md,9,,,,us,usp000ak1q,2014-11-07T01:13:20.508Z,"Puerto Rico region",earthquake,,,,,reviewed,rspr,rspr
2001-07-23T22:31:07.890Z,9.194,-83.881,33,5.4,mwc,105,,,1.08,us,usp000ak1k,2016-11-09T23:02:54.834Z,"Costa Rica",earthquake,,,,,reviewed,us,hrv
2001-07-23T21:57:36.380Z,-7.604,127.678,100,4.3,mb,8,,,1.39,us,usp000ak1j,2014-11-07T01:13:20.453Z,"Kepulauan Barat Daya, Indonesia",earthquake,,,,1,reviewed,us,us
2001-07-23T21:49:26.390Z,-4.993,151.29,141.9,5.2,mwc,163,,,0.8,us,usp000ak1h,2016-11-09T23:02:54.347Z,"New Britain region, Papua New Guinea",earthquake,,,,,reviewed,us,hrv
2001-07-23T21:37:52.800Z,35.9881667,-117.876,3.004,2.6,ml,33,86.1,0.0229,0.19,ci,ci9683957,2016-04-01T19:19:35.469Z,"6km NNE of Little Lake, CA",earthquake,0.35,0.46,0.278,24,reviewed,ci,ci
2001-07-23T21:02:47.200Z,35.99,-117.879,2.884,3.7,ml,36,86,0.02011,0.17,ci,ci9683913,2016-04-02T08:14:25.354Z,"6km NNE of Little Lake, CA",earthquake,0.35,0.41,0.282,267,reviewed,ci,ci
